login_hour,login_frequency,device_change,location_change,resource_access_count,vip_access,transaction_count,download_volume,api_frequency,role_violation_count,session_duration,is_anomaly
9,4,0,0,28,0,9,179935,3.29,0,326,0
12,2,0,0,23,0,2,269032,7.86,0,50,0
16,1,0,0,18,0,18,256737,4.35,0,438,0
10,4,0,0,20,0,9,93563,4.91,0,36,0
15,2,0,0,9,0,13,205079,2.67,0,76,0
9,4,0,0,26,0,11,134831,5.92,0,469,0
9,4,0,0,19,0,6,418645,3.84,0,434,0
14,4,0,0,27,0,2,378888,1.49,0,383,0
14,1,0,0,14,0,15,444730,2.89,0,343,0
17,2,0,0,30,0,4,375297,7.17,0,406,0
9,3,0,0,6,0,5,250778,3.56,0,346,0
9,3,0,0,16,0,7,389829,4.91,0,64,0
17,2,0,0,9,0,12,175112,4.78,0,362,0
16,2,0,0,29,0,9,218015,3.47,0,166,0
17,4,0,0,13,0,3,83223,3.61,0,261,0
16,1,0,0,20,0,19,405628,6.78,0,179,0
16,3,0,0,30,0,4,148751,7.24,0,264,0
10,1,0,0,17,0,7,201190,7.71,0,69,0
10,2,0,0,13,0,5,415471,2.04,0,107,0
12,1,0,0,14,0,15,407775,4.79,0,97,0
16,3,0,0,18,0,16,436772,5.51,0,179,0
12,1,0,0,5,0,9,487752,7.63,0,360,0
14,4,0,0,23,0,12,393807,5.52,0,197,0
16,4,0,0,19,0,11,347403,1.92,0,434,0
13,2,0,0,30,0,10,168899,4.39,0,177,0
9,2,0,0,16,0,11,289036,7.69,0,346,0
11,3,0,0,10,0,7,490051,5.96,0,371,0
11,2,0,0,12,0,5,71575,7.96,0,324,0
11,4,0,0,13,0,13,146729,2.44,0,392,0
9,3,0,0,16,0,6,245514,4.14,0,113,0
17,3,0,0,8,0,2,262107,7.52,0,423,0
11,4,0,0,15,0,6,52251,7.79,0,309,0
17,3,0,0,25,0,11,298465,7.27,0,416,0
11,4,0,0,15,0,5,433590,4.35,0,50,0
11,1,0,0,14,0,2,260569,5.32,0,142,0
16,3,0,0,7,0,12,78853,5.26,0,129,0
17,2,0,0,30,0,10,152611,1.16,0,305,0
16,1,0,0,21,0,14,151947,4.43,0,338,0
17,1,0,0,26,0,13,258434,2.04,0,467,0
15,3,0,0,17,0,13,56391,2.99,0,209,0
13,4,0,0,22,0,4,163086,6.09,0,257,0
15,4,0,0,14,0,7,472404,6.1,0,247,0
15,2,0,0,23,0,4,125308,2.45,0,273,0
17,3,0,0,7,0,20,446421,3.63,0,33,0
15,3,0,0,18,0,7,341406,4.23,0,320,0
11,2,0,0,10,0,14,201762,4.88,0,51,0
13,3,0,0,20,0,19,437897,4.24,0,43,0
9,2,0,0,13,0,11,385835,6.84,0,271,0
10,3,0,0,18,0,7,307890,7.35,0,360,0
12,1,0,0,8,0,10,308500,7.96,0,64,0
14,4,0,0,23,0,15,185219,5.4,0,273,0
1,19,1,1,444,0,266,22417245,25.59,1,23,1
3,22,1,0,332,0,63,23298597,38.48,3,11,1
3,17,1,1,189,1,99,47146376,26.91,1,81,1
2,25,1,1,573,1,254,25204620,32.64,3,17,1
23,19,0,0,220,1,122,30032558,65.62,4,48,1
2,11,0,0,407,0,262,17644436,66.68,5,83,1
23,25,1,1,509,0,156,35903051,74.54,1,109,1
2,8,1,1,309,1,142,14329070,68.11,5,71,1
3,13,1,1,164,1,258,12958902,29.45,2,93,1
2,17,0,0,216,0,158,12497549,20.05,4,101,1
4,9,0,0,166,1,181,44807379,18.85,1,37,1
1,10,1,1,155,0,250,13307644,74.81,2,80,1
2,13,1,1,164,0,87,23614365,76.67,3,50,1
2,24,1,1,273,1,195,9586021,21.44,5,102,1
1,24,0,1,248,1,93,41045948,15.28,1,32,1
23,23,1,1,451,0,162,12202425,26.76,3,53,1
4,14,1,0,358,0,244,26090992,23.04,1,71,1
2,23,1,1,297,1,234,7725194,20.35,4,19,1
4,17,1,1,526,1,225,34793374,29.68,4,42,1
4,14,0,1,497,1,95,5858043,79.92,4,91,1
1,20,1,1,487,1,71,13000574,24.32,4,93,1
23,11,1,0,183,1,299,18360461,37.01,5,113,1
4,11,0,1,521,1,121,44051897,53.59,4,50,1
4,20,1,1,292,0,246,35510021,22.02,3,67,1
4,15,1,0,165,0,238,8546865,68.97,4,91,1
1,13,1,1,497,1,89,25317383,55.43,1,102,1
1,24,1,1,253,1,219,38413439,46.87,3,74,1
3,25,1,0,541,0,160,12994954,39.94,3,114,1
4,22,1,0,166,0,192,49252324,70.92,3,118,1
2,23,1,0,309,1,149,37712546,64.66,5,91,1
4,25,1,1,442,1,171,42732321,70.53,5,12,1
4,16,1,1,343,1,223,28673575,64.82,3,46,1
1,8,1,0,215,1,139,44189360,16.75,3,53,1
1,21,1,1,360,1,64,49375065,30.87,2,87,1
3,10,1,0,594,1,79,27655567,26.04,5,46,1
1,22,1,1,440,1,280,33264416,32.33,4,80,1
1,18,1,1,349,1,196,11558258,67.54,1,93,1
2,18,1,1,565,1,136,16182163,54.96,3,60,1
2,23,1,0,580,1,104,24284105,32.24,3,78,1
4,15,1,1,197,1,266,43801892,21.16,3,39,1
1,24,1,1,257,1,253,10144672,57.35,3,69,1
3,21,1,1,310,0,156,31997960,31.33,5,63,1
23,13,0,1,510,1,270,17518416,52.49,2,89,1
4,16,1,1,564,1,268,34106757,75.75,1,71,1
2,19,1,0,273,0,241,25151159,69.87,4,45,1
1,14,1,1,571,1,215,15776630,31.67,5,35,1
4,15,0,0,248,0,112,25840024,45.17,5,60,1
4,9,0,0,289,0,57,22340718,66.33,3,89,1
23,13,1,0,519,1,250,6336053,18.6,1,45,1
23,17,0,1,336,1,218,11060352,40.8,2,35,1
1,24,0,1,490,1,293,40249611,31.37,1,35,1
23,11,1,1,576,1,238,31169146,67.38,2,59,1
2,12,0,0,259,1,162,32405619,31.53,5,12,1
4,25,1,1,207,1,189,33439482,45.87,2,40,1
2,19,1,1,338,1,55,48311898,77.84,5,9,1
1,15,1,1,346,1,213,29350793,73.71,1,73,1
2,22,1,0,351,1,127,11056596,75.86,2,43,1
2,13,1,1,312,1,154,7273761,32.81,1,110,1
4,23,1,1,580,1,233,33344502,71.99,1,110,1
2,16,1,0,330,1,204,41757385,62.96,4,93,1
1,9,1,1,244,1,163,48023412,23.85,4,30,1
3,18,1,0,206,0,113,39652728,61.38,2,113,1
23,21,1,1,394,1,84,22493930,26.28,5,110,1
3,17,0,0,362,1,96,31406947,71.97,5,33,1
1,8,1,1,463,1,108,10971116,78.32,2,38,1
2,9,1,1,369,1,116,15016078,20.79,3,26,1
23,11,0,1,419,1,247,35447819,68.77,4,20,1
2,14,0,1,297,1,176,30640519,23.46,2,81,1
2,17,1,1,246,1,96,32415588,66.51,1,42,1
3,15,1,1,277,1,199,48435243,44.78,1,65,1
2,18,1,1,501,0,232,30735944,61.05,5,37,1
1,11,1,0,176,1,288,20759942,45.61,3,82,1
23,9,0,1,408,1,147,25300924,78.54,3,21,1
23,9,1,0,283,0,178,38073920,75.47,4,21,1
1,18,1,1,371,0,116,12841137,35.36,2,68,1
3,19,1,1,598,1,206,22700495,48.6,4,119,1
2,18,1,1,541,0,192,49118674,56.38,4,11,1
2,12,0,0,243,0,170,22463334,25.63,4,60,1
1,23,0,1,332,1,193,37561188,44.75,1,113,1
2,11,1,0,254,1,96,16294086,63.75,3,77,1
23,14,1,0,419,1,96,32945405,74.83,2,103,1
4,11,1,0,295,1,224,13186673,40.62,5,18,1
3,12,0,0,385,1,218,37202530,44.51,3,81,1
1,18,0,1,468,1,133,43195576,23.41,1,107,1
3,18,0,1,186,1,293,45419100,39.79,4,37,1
2,15,1,0,160,0,91,31071988,65.67,3,87,1
2,11,1,1,560,1,238,25810546,73.74,5,21,1
3,11,1,1,252,1,164,31044247,45.97,5,81,1
4,10,1,1,464,0,161,47324638,42.69,1,70,1
3,22,1,0,481,1,232,15406551,75.49,5,85,1
23,10,1,1,373,0,282,37051956,34.53,2,92,1
3,15,1,1,301,1,62,41976603,19.97,1,70,1
1,24,1,1,198,1,219,43149926,67.83,3,37,1
23,10,1,0,208,1,219,36063280,26.67,2,112,1
4,9,0,1,598,1,126,26068583,53.17,4,101,1
4,16,1,0,258,0,70,45537302,31.86,1,60,1
23,8,0,1,209,0,93,49010058,46.01,4,116,1
23,23,1,1,566,1,142,31507815,67.3,1,21,1
2,8,0,0,567,0,228,17631304,70.84,2,66,1
2,15,1,1,589,1,98,10777640,34.56,4,23,1
4,21,0,0,235,0,239,34881291,77.65,4,7,1
4,15,0,1,441,1,63,27404298,15.51,4,58,1
4,25,1,0,399,1,174,39450719,53.42,5,91,1
4,15,1,0,420,0,158,43681774,35.53,1,39,1
4,23,0,1,468,1,138,35086607,60.34,1,25,1
3,14,1,1,374,0,179,19743974,53.2,3,82,1
4,12,1,1,514,1,295,32975073,69.15,3,106,1
4,13,1,0,294,1,241,10784240,58.36,2,27,1
2,13,1,1,201,1,291,38133329,34.74,2,76,1
1,8,1,1,332,1,90,16724911,68.82,5,9,1
1,18,1,0,466,0,80,42713936,29.57,3,48,1
3,9,1,1,227,1,273,39587065,54.28,1,95,1
1,22,1,0,204,1,206,11836248,68.53,1,69,1
1,13,1,0,595,0,283,29269144,25.21,3,95,1
4,24,1,1,595,0,89,48425674,38.64,2,20,1
2,22,1,0,275,1,137,24244023,47.83,1,39,1
3,21,1,1,490,0,88,40544228,42.41,2,22,1
4,21,1,1,586,1,253,29278266,76.34,4,23,1
1,24,0,0,323,1,152,16027642,43.21,4,102,1
1,12,1,0,473,1,254,49316118,71.93,3,58,1
